Timestamp,Accel,Brake,Steer,Speed,PosX,PosY,PosZ,CurrentCP,RaceTime
4177824,1,0,0,22.4965,960.088,74.008,848,0,1431
4177836,1,0,0,22.6887,959.82,74.0049,848,0,1443
4177847,1,0,0,22.8497,959.594,74.0005,848,0,1454
4177859,1,0,0,23.0284,959.345,73.9958,848,0,1466
4177870,1,0,0,23.2095,959.093,73.9896,848,0,1477
4177881,1,0,0,23.394,958.841,73.982,848,0,1488
4177891,1,0,0,23.5803,958.587,73.973,848,0,1498
4177901,1,0,0,23.7708,958.331,73.9618,848,0,1508
4177912,1,0,0,23.9634,958.074,73.9497,848,0,1519
4177923,1,0,0,24.142,957.839,73.9378,848,0,1530
4177933,1,0,0,24.359,957.555,73.9212,848,0,1540
4177945,1,0,0,24.4576,957.341,73.9077,848,0,1552
4177955,1,0,0,24.5794,957.055,73.8872,848,0,1562
4177966,1,0,0,24.7676,956.816,73.8674,848,0,1573
4177976,1,0,0,24.9992,956.526,73.8406,848,0,1583
4177989,1,0,0,25.1948,956.283,73.8152,848,0,1596
4178000,1,0,0,25.4543,955.962,73.7779,848,0,1607
4178011,1,0,0,25.6575,955.714,73.7464,848,0,1618
4178022,1,0,0,25.8543,955.414,73.7048,848,0,1629
4178032,1,0,0,25.9436,955.163,73.6673,848,0,1639
4178043,1,0,0,26.1706,954.886,73.6232,848,0,1650
4178054,1,0,0,26.4075,954.607,73.5755,848,0,1661
4178065,1,0,0,26.6474,954.325,73.5242,848,0,1672
4178076,1,0,0,26.8682,954.068,73.475,848,0,1683
4178088,1,0,0,27.137,953.756,73.4118,848,0,1695
4178097,1,0,0,27.3644,953.494,73.3562,848,0,1704
4178107,1,0,0,27.594,953.23,73.2978,848,0,1714
4178118,1,0,0,27.872,952.912,73.223,848,0,1725
4178131,1,0,0,28.108,952.644,73.158,848,0,1738
4178141,1,0,0,28.3031,952.348,73.0828,848,0,1748
4178151,1,0,0,28.3924,952.051,73.0034,848,0,1758
4178162,1,0,0,28.4835,951.753,72.9219,848,0,1769
4178173,1,0,0,28.5778,951.455,72.8364,848,0,1780
4178184,1,0,0,28.666,951.183,72.7566,848,0,1791
4178197,1,0,0,28.7655,950.884,72.6655,848,0,1804
4178206,1,0,0,28.8768,950.559,72.5628,848,0,1813
4178220,1,0,0,28.981,950.259,72.465,848,0,1827
4178231,1,0,0,29.0873,949.959,72.3651,848,0,1838
4178246,1,0,0,29.235,949.549,72.2246,848,0,1853
4178258,1,0,0,29.3766,949.166,72.0894,848,0,1865
4178274,1,0,0,29.5312,948.753,71.9407,848,0,1881
4178287,1,0,0,29.6775,948.368,71.7979,848,0,1894
4178297,1,0,0,29.7946,948.064,71.683,848,0,1904
4178308,1,0,0,29.9123,947.76,71.5666,848,0,1915
4178320,1,0,0,30.042,947.426,71.4381,848,0,1927
4178332,1,0,0,30.163,947.119,71.318,848,0,1939
4178342,1,0,0,30.2843,946.812,71.1964,848,0,1949
4178353,1,0,0,30.3953,946.531,71.0844,848,0,1960
4178363,1,0,0,30.5178,946.221,70.9604,848,0,1970
4178375,1,0,0,30.6528,945.882,70.8236,848,0,1982
4178386,1,0,0,30.7771,945.571,70.6968,848,0,1993
4178397,1,0,0,30.9678,945.286,70.5801,848,0,2004
4178405,1,0,0,31.1918,944.999,70.4624,848,0,2012
4178418,1,0,0,31.4382,944.682,70.3318,848,0,2025
4178428,1,0,0,31.6855,944.362,70.2,848,0,2035
4178438,1,0,0,31.9096,944.069,70.0791,848,0,2045
4178447,1,0,0,32.1345,943.774,69.9563,848,0,2054
4178460,1,0,0,32.38,943.446,69.821,848,0,2067
4178470,1,0,0,32.602,943.145,69.698,848,0,2077
4178480,1,0,0,32.8471,942.812,69.5617,848,0,2087
4178489,1,0,0,33.046,942.536,69.451,848,0,2096
4178506,1,0,0,33.4227,942.009,69.2429,848,0,2113
4178513,1,0,0,33.5766,941.79,69.1568,848,0,2120
4178520,1,0,0,33.7514,941.539,69.0588,848,0,2128
4178533,1,0,0,33.9684,941.221,68.9374,848,0,2140
4178542,1,0,0,34.2062,940.87,68.8021,848,0,2149
4178553,1,0,0,34.4404,940.516,68.6676,848,0,2160
4178563,1,0,0,34.6306,940.222,68.5587,848,0,2170
4178572,1,0,0,34.8622,939.862,68.4248,848,0,2179
4178582,1,0,0,35.0494,939.566,68.3159,848,0,2189
4178595,1,0,0,35.2782,939.198,68.1872,848,0,2202
4178605,1,0,0,35.4639,938.896,68.0819,848,0,2212
4178619,1,0,0,35.807,938.318,67.889,848,0,2226
4178631,1,0,0,36.0286,937.94,67.765,848,0,2238
4178641,1,0,0,36.2241,937.593,67.6555,848,0,2248
4178652,1,0,0,36.4539,937.174,67.5289,848,0,2259
4178664,1,0,0,36.6436,936.821,67.4231,848,0,2271
4178673,1,0,0,36.8247,936.465,67.321,848,0,2280
4178683,1,0,0,37.0037,936.107,67.2204,848,0,2290
4178693,1,0,0,37.1785,935.746,67.1199,848,0,2300
4178702,1,0,0,37.3474,935.382,67.0241,848,0,2309
4178714,1,0,0,37.5595,934.941,66.912,848,0,2321
4178725,1,0,0,37.7126,934.609,66.8322,848,0,2332
4178735,1,0,0,37.9112,934.161,66.7338,848,0,2342
4178743,1,0,0,38.055,933.823,66.6615,848,0,2350
4178754,1,0,0,38.208,933.445,66.586,848,0,2361
4178765,1,0,0,38.3585,933.065,66.5135,848,0,2372
4178775,1,0,0,38.514,932.644,66.4392,848,0,2382
4178784,1,0,0,38.639,932.297,66.3845,848,0,2391
4178795,1,0,0,38.77,931.909,66.326,847.999,0,2403
4178805,1,0,0,38.9044,931.48,66.2688,848,0,2412
4178816,1,0,0,39.038,931.049,66.2171,848,0,2423
4178825,1,0,0,39.127,930.734,66.184,848,0,2432
4178836,1,0,0,39.2508,930.299,66.1458,848,0,2443
4178846,1,0,0,39.3525,929.941,66.1165,848,0,2453
4178856,1,0,0,41.0303,929.46,66.079,848,0,2463
4178867,1,0,0,43.1144,929.081,66.0568,848,0,2474
4178878,1,0,0,45.6213,928.591,66.0417,847.999,0,2485
4178893,1,0,0,48.055,928.075,66.0334,847.999,0,2500
4178903,1,0,0,51.122,927.379,66.0342,847.999,0,2510
4178912,1,0,0,53.3116,926.859,66.0402,847.999,0,2519
4178922,1,0,0,55.4194,926.317,66.0462,847.999,0,2529
4178932,1,0,0,56.9876,925.811,66.0514,847.998,0,2539
4178942,1,0,0,58.512,925.177,66.0556,847.998,0,2549
4178954,1,0,0,60.0358,924.528,66.0583,847.998,0,2561
4178963,1,0,0,61.4224,923.923,66.059,847.998,0,2570
4178973,1,0,0,62.8107,923.304,66.0587,847.998,0,2580
4178983,1,0,0,64.3398,922.607,66.0572,847.997,0,2590
4178994,1,0,0,65.733,921.959,66.0548,847.997,0,2601
4179004,1,0,0,67.2685,921.231,66.0515,847.997,0,2611
4179014,1,0,0,68.6675,920.555,66.0475,847.998,0,2621
4179023,1,0,0,70.068,919.864,66.043,847.998,0,2630
4179035,1,0,0,71.468,919.16,66.039,847.998,0,2642
4179045,1,0,0,73.0074,918.37,66.034,847.998,0,2652
4179055,1,0,0,74.407,917.636,66.0296,847.999,0,2662
4179065,1,0,0,75.8064,916.888,66.0262,847.999,0,2672
4179077,1,0,0,77.3453,916.049,66.0229,847.999,0,2684
4179088,1,0,0,78.921,915.194,66.0204,848,0,2695
4179098,1,0,0,80.3844,914.4,66.0184,848,0,2705
4179106,1,0,0,81.8524,913.592,66.0172,848,0,2713
4179117,1,0,0,83.3204,912.769,66.0162,848.001,0,2724
4179127,1,0,0,84.7884,911.93,66.016,848.001,0,2734
4179136,1,0,0,86.2556,911.078,66.016,848.001,0,2744
4179147,1,0,0,87.5759,910.297,66.0167,848.001,0,2754
4179155,1,0,0,89.0422,909.416,66.0177,848.001,0,2762
4179165,1,0,0,90.361,908.61,66.0185,848.001,0,2772
4179177,1,0,0,91.826,907.7,66.0202,848.002,0,2784
4179185,1,0,0,93.2904,906.776,66.0222,848.002,0,2792
4179194,1,0,0,94.4612,906.026,66.0238,848.002,0,2801
4179203,1,0,0,95.7563,905.17,66.0258,848.002,0,2810
4179211,1,0,0,97.147,904.206,66.0287,848.002,0,2818
4179223,1,0,0,98.5367,903.228,66.0309,848.003,0,2830
4179231,1,0,0,99.9254,902.237,66.0339,848.003,0,2838
4179240,1,0,0,101.036,901.433,66.0363,848.003,0,2847
4179250,1,0,0,102.422,900.417,66.0383,848.003,0,2857
4179258,1,0,0,103.53,899.593,66.0398,848.004,0,2865
4179268,1,0,0,104.916,898.551,66.0418,848.004,0,2875
4179277,1,0,0,106.064,897.496,66.0438,848.004,0,2884
4179287,1,0,0,106.435,896.645,66.0455,848.005,0,2894
4179294,1,0,0,106.789,895.685,66.0466,848.005,0,2901
4179305,1,0,0,107.195,894.614,66.0477,848.006,0,2912
4179315,1,0,0,107.561,893.648,66.0481,848.006,0,2922
4179322,1,0,0,107.929,892.678,66.0481,848.006,0,2929
4179333,1,0,0,108.256,891.813,66.048,848.007,0,2940
4179340,1,0,0,108.668,890.729,66.0478,848.007,0,2947
4179350,1,0,0,109.039,889.749,66.0469,848.008,0,2957
4179359,1,0,0,109.412,888.766,66.046,848.008,0,2966
4179368,1,0,0,109.828,887.671,66.045,848.009,0,2975
4179378,1,0,0,110.162,886.792,66.0434,848.009,0,2985
4179386,1,0,0,110.538,885.799,66.0416,848.01,0,2993
4179395,1,0,0,110.914,884.803,66.0398,848.01,0,3002
4179404,1,0,0,111.281,883.804,66.038,848.011,0,3011
4179413,1,0,0,111.644,882.69,66.0355,848.011,0,3020
4179423,1,0,0,111.908,881.797,66.0334,848.011,0,3030
4179431,1,0,0,112.239,880.678,66.0311,848.012,0,3038
4179440,1,0,0,112.504,879.78,66.0288,848.012,0,3047
4179451,1,0,0,112.802,878.767,66.027,848.013,0,3058
4179458,1,0,0,113.133,877.639,66.024,848.013,0,3065
4179466,1,0,0,113.397,876.735,66.0224,848.014,0,3073
4179475,1,0,0,113.728,875.6,66.0196,848.014,0,3082
4179484,1,0,0,113.993,874.691,66.0178,848.015,0,3091
4179495,1,0,0,114.323,873.55,66.0158,848.015,0,3102
4179505,1,0,0,114.62,872.521,66.014,848.016,0,3112
4179515,1,0,0,114.95,871.375,66.0125,848.016,0,3122
4179528,1,0,0,115.247,870.34,66.012,848.016,0,3135
4179536,1,0,0,115.645,868.955,66.0126,848.017,0,3143
4179544,1,0,0,115.943,867.914,66.013,848.018,0,3151
4179552,1,0,0,116.207,866.985,66.0133,848.018,0,3159
4179559,1,0,0,116.472,866.055,66.0141,848.018,0,3166
4179567,1,0,0,116.737,865.123,66.0149,848.019,0,3174
4179576,1,0,0,117.035,864.07,66.0149,848.019,0,3183
4179585,1,0,0,117.333,863.016,66.0157,848.02,0,3192
4179595,1,0,0,117.631,861.959,66.0166,848.02,0,3202
4179604,1,0,0,117.929,860.899,66.0175,848.021,0,3211
4179613,1,0,0,118.259,859.718,66.018,848.021,0,3220
4179621,1,0,0,118.523,858.771,66.0183,848.021,0,3228
4179631,1,0,0,118.82,857.703,66.0192,848.022,0,3238
4179639,1,0,0,119.117,856.632,66.0201,848.022,0,3246
4179650,1,0,0,119.446,855.439,66.0201,848.023,0,3257
4179659,1,0,0,119.741,854.362,66.021,848.024,0,3266
4179668,1,0,0,120.036,853.283,66.0219,848.025,0,3275
4179677,1,0,0,120.331,852.202,66.0219,848.025,0,3284
4179687,1,0,0,120.624,851.117,66.0227,848.026,0,3294
4179699,1,0,0,120.983,849.788,66.0229,848.026,0,3306
4179708,1,0,0,121.276,848.697,66.0237,848.027,0,3315
4179719,1,0,0,121.602,847.483,66.0247,848.028,0,3326
4179730,1,0,0,121.928,846.265,66.0257,848.028,0,3337
4179738,1,0,0,122.318,844.799,66.0269,848.029,0,3345
4179746,1,0,0,122.577,843.82,66.0269,848.029,0,3353
4179755,1,0,0,122.87,842.716,66.0276,848.03,0,3362
4179764,1,0,0,123.163,841.608,66.0285,848.031,0,3371
4179773,1,0,0,123.488,840.375,66.029,848.031,0,3380
4179783,1,0,0,123.78,839.262,66.029,848.031,0,3390
4179792,1,0,0,124.074,838.147,66.029,848.032,0,3399
4179801,1,0,0,124.366,837.029,66.029,848.032,0,3408
4179809,1,0,0,124.66,835.909,66.029,848.033,0,3416
4179819,1,0,0,124.952,834.786,66.029,848.034,0,3426
4179828,1,0,0,125.245,833.66,66.029,848.034,0,3435
4179840,1,0,0,125.572,832.407,66.029,848.035,0,3447
4179849,1,0,0,125.866,831.276,66.029,848.036,0,3456
4179856,1,0,0,126.16,830.142,66.0283,848.036,0,3463
4179864,1,0,0,126.454,829.006,66.028,848.037,0,3471
4179882,1,0,0,126.978,826.979,66.027,848.037,0,3489
4179892,1,0,0,127.273,825.835,66.0269,848.038,0,3499
4179901,1,0,0,127.601,824.561,66.0259,848.039,0,3508
4179909,1,0,0,127.895,823.412,66.025,848.039,0,3516
4179916,1,0,0,128.125,822.516,66.0243,848.04,0,3523
4179924,1,0,0,128.387,821.491,66.024,848.04,0,3531
4179934,1,0,0,128.748,820.077,66.0234,848.041,0,3541
4179943,1,0,0,129.011,819.046,66.0226,848.041,0,3550
4179952,1,0,0,129.306,817.884,66.0217,848.042,0,3559
4179960,1,0,0,129.602,816.72,66.021,848.042,0,3567
4179969,1,0,0,129.865,815.683,66.021,848.043,0,3576
4179980,1,0,0,130.193,814.383,66.02,848.043,0,3587
4179987,1,0,0,130.489,813.211,66.0191,848.044,0,3594
4179995,1,0,0,130.784,812.036,66.019,848.045,0,3602
4180006,1,0,0,131.08,810.857,66.0183,848.045,0,3613
4180014,1,0,-1,131.376,809.677,66.018,848.046,0,3621
4180023,1,0,-1,131.672,808.493,66.0175,848.047,0,3630
4180033,1,0,-1,131.934,807.439,66.017,848.049,0,3640
4180041,1,0,-1,132.197,806.383,66.017,848.05,0,3648
4180049,1,0,-1,132.491,805.192,66.017,848.054,0,3657
4180056,1,0,-1,132.753,804.132,66.017,848.058,0,3663
4180068,1,0,-1,133.046,802.935,66.017,848.064,0,3675
4180076,1,0,-1,133.373,801.603,66.017,848.073,0,3683
4180083,1,0,-1,133.603,800.669,66.017,848.08,0,3690
4180092,1,0,-1,133.899,799.467,66.0165,848.088,0,3699
4180100,1,0,-1,134.126,798.395,66.0147,848.095,0,3707
4180108,1,0,-1,134.093,797.323,66.0125,848.103,0,3715
4180120,1,0,-1,134.055,796.117,66.0075,848.112,0,3727
4180131,1,0,-1,134.009,794.644,65.998,848.123,0,3738
4180141,1,0,-1,133.963,793.171,65.987,848.134,0,3748
4180152,1,0,-1,133.915,791.698,65.9715,848.145,0,3759
4180161,1,0,-1,133.875,790.494,65.957,848.154,0,3768
4180171,1,0,-1,133.831,789.156,65.939,848.165,0,3778
4180182,1,0,-1,133.785,787.819,65.918,848.175,0,3789
4180191,1,0,-1,133.735,786.348,65.8925,848.186,0,3798
4180200,1,0,-1,133.688,785.011,65.8662,848.196,0,3807
4180210,1,0,-1,133.646,783.809,65.84,848.205,0,3817
4180219,1,0,-1,133.603,782.607,65.8132,848.214,0,3826
4180227,1,0,-1,133.56,781.405,65.783,848.223,0,3834
4180234,1,0,-1,133.526,780.471,65.7583,848.23,0,3841
4180243,1,0,-1,133.486,779.402,65.7288,848.238,0,3850
4180252,1,0,-1,133.442,778.201,65.6939,848.246,0,3859
4180262,1,0,-1,133.392,776.867,65.6525,848.256,0,3869
4180270,1,0,-1,133.351,775.8,65.618,848.264,0,3877
4180278,1,0,-1,133.305,774.6,65.5768,848.273,0,3885
4180285,1,0,-1,133.269,773.667,65.5436,848.279,0,3892
4180293,1,0,-1,133.227,772.601,65.5039,848.287,0,3900
4180300,1,0,-1,133.191,771.669,65.4677,848.294,0,3907
4180308,1,0,-1,133.148,770.602,65.4255,848.302,0,3915
4180317,1,0,-1,133.143,769.538,65.3811,848.31,0,3924
4180324,1,0,-1,133.193,768.338,65.3292,848.319,0,3931
4180332,1,0,0,133.24,767.538,65.294,848.327,0,3939
4180340,1,0,0,133.294,766.337,65.2437,848.339,0,3947
4180347,1,0,0,133.317,765.401,65.2276,848.349,0,3954
4180355,1,0,0,133.36,764.331,65.2062,848.364,0,3962
4180363,1,0,0,133.409,763.259,65.1806,848.38,0,3970
4180372,1,0,0,133.463,762.052,65.1473,848.401,0,3979
4180380,1,0,0,133.506,760.978,65.1168,848.424,0,3987
4180388,1,0,0,133.546,759.77,65.088,848.454,0,3995
4180396,1,0,0,133.59,758.696,65.0728,848.487,0,4003
4180405,1,0,0,133.636,757.758,65.058,848.521,0,4012
4180413,1,0,0,133.706,756.552,65.0498,848.572,0,4020
4180421,1,0,0,133.777,755.482,65.0536,848.624,0,4028
4180430,1,0,0,133.85,754.412,65.052,848.679,0,4037
4180438,1,0,0,133.932,753.208,65.0457,848.747,0,4045
4180446,1,0,0,134.005,752.138,65.0373,848.811,0,4053
4180453,1,0,0,134.068,751.202,65.03,848.871,0,4060
4180462,1,0,0,134.149,749.997,65.0213,848.952,0,4069
4180470,1,0,0,134.221,748.926,65.0138,849.029,0,4077
4180478,1,0,0,134.296,747.855,65.0042,849.111,0,4085
4180485,1,0,0,134.372,746.783,64.9918,849.197,0,4092
4180493,1,0,0,134.448,745.711,64.978,849.288,0,4100
4180502,1,0,0,134.514,744.773,64.9654,849.371,0,4109
4180510,1,0,0,134.596,743.567,64.949,849.486,0,4117
4180518,1,0,0,134.663,742.495,64.933,849.593,0,4125
4180525,1,0,0,134.721,741.424,64.9163,849.707,0,4132
4180535,1,0,0,134.776,740.352,64.8995,849.826,0,4142
4180543,1,0,0,134.826,739.28,64.8836,849.95,0,4150
4180550,1,0,0,134.874,738.208,64.8692,850.078,0,4157
4180558,1,0,0,134.929,737.002,64.853,850.226,0,4165
4180566,1,0,0,134.971,736.065,64.8383,850.343,0,4173
4180574,1,0,0,135.019,734.993,64.8215,850.48,0,4181
4180583,1,0,0,135.067,733.921,64.8044,850.62,0,4190
4180591,1,0,0,135.121,732.716,64.7844,850.782,0,4198
4180613,1,0,0,135.169,731.646,64.766,850.929,0,4220
4180623,1,0,0,135.303,728.7,64.7118,851.342,0,4230
4180632,1,0,0,135.358,727.495,64.6884,851.512,0,4239
4180641,1,0,0,135.419,726.155,64.6623,851.703,0,4248
4180649,1,0,0,135.481,724.815,64.6352,851.895,0,4256
4180658,1,0,0,135.524,723.876,64.6156,852.029,0,4265
4180666,1,0,-1,135.579,722.669,64.5904,852.203,0,4273
4180674,1,0,-1,135.623,721.73,64.5704,852.339,0,4281
4180680,1,0,-1,135.672,720.657,64.5472,852.495,0,4287
4180689,1,0,-1,135.721,719.583,64.524,852.652,0,4296
4180698,1,0,-1,135.783,718.241,64.494,852.851,0,4305
4180708,1,0,-1,135.837,717.032,64.4661,853.031,0,4315
4180717,1,0,-1,135.885,715.958,64.4413,853.193,0,4324
4180726,1,0,-1,135.94,714.749,64.4122,853.377,0,4333
4180737,1,0,-1,135.994,713.54,64.3825,853.563,0,4344
4180745,1,0,-1,136.055,712.197,64.349,853.772,0,4352
4180754,1,0,-1,136.109,710.987,64.318,853.964,0,4361
4180763,1,0,-1,136.163,709.778,64.2862,854.158,0,4370
4180772,1,0,-1,136.217,708.568,64.2536,854.356,0,4379
4180779,1,0,-1,136.265,707.494,64.224,854.535,0,4386
4180790,1,0,-1,136.324,706.15,64.186,854.763,0,4397
4180798,1,0,-1,136.377,704.941,64.15,854.973,0,4405
4180807,1,0,-1,136.425,703.868,64.1173,855.163,0,4414
4180815,1,0,-1,136.478,702.66,64.0798,855.382,0,4422
4180825,1,0,-1,136.531,701.452,64.041,855.606,0,4432
4180839,1,0,-1,136.595,699.978,63.992,855.888,0,4446
4180850,1,0,-1,136.666,698.37,63.9364,856.203,0,4457
